Product;Type;Release Date;Process Size (nm);TDP (W);Die Size (mm^2);Transistors (million);Freq (MHz);Foundry;Vendor;FP16 GFLOPS;FP32 GFLOPS;FP64 GFLOPS
AMD Radeon Pro 555;GPU;2017-06-05;140;750;1230;30000;8500;GF;AMD;1306.0;1306.0;81.6
ATI Radeon Xpress 1150 IGP;GPU;2007-10-17;1100;;730;;4000;Unknown;ATI;;;
ATI Radeon HD 5630;GPU;2011-02-15;400;390;1040;6270;6500;TSMC;ATI;;416.0;
ATI Radeon X1550;GPU;2007-01-01;900;270;1000;1070;5000;TSMC;ATI;;;
AMD Radeon HD 6290;GPU;2011-12-04;400;190;590;2920;6500;TSMC;AMD;;104.0;
AMD Radeon E9260 MXM;GPU;2016-09-27;140;500;1230;30000;10900;GF;AMD;2150.0;2150.0;134.4
AMD Radeon R5 M230;GPU;2014-01-07;280;;560;6900;8250;TSMC;AMD;;547.2;34.2
AMD Radeon HD 8550M;GPU;2014-07-13;280;;560;6900;6500;TSMC;AMD;;544.0;34.0
NVIDIA GeForce GTX 690;GPU;2012-05-03;280;3000;2940;35400;9150;TSMC;NVIDIA;;3130.0;130.4
Intel HD Graphics 615;GPU;2016-08-30;140;50;;;3000;Intel;Intel;652.8;326.4;81.6
AMD Radeon HD 6450M;GPU;2011-01-04;400;;670;3700;6000;TSMC;AMD;;192.0;
NVIDIA GeForce FX Go5250;GPU;2003-03-01;1500;;1240;450;2500;TSMC;NVIDIA;;;
NVIDIA GeForce GT 710 OEM;GPU;2015-04-09;280;;870;10200;7970;TSMC;NVIDIA;;306.0;12.75
ATI Radeon HD 4580;GPU;2011-11-20;550;650;1350;3780;7960;TSMC;ATI;;191.0;
AMD Zhongshan Subor Z+ GPU;GPU;2018-08-03;140;1000;3970;;13000;TSMC;AMD;7987.0;3994.0;249.6
AMD Radeon E9560 PCIe;GPU;2019-10-15;140;1300;2320;57000;11200;GF;AMD;5700.0;5700.0;356.3
AMD Radeon Pro Vega 64X;GPU;2019-03-19;140;2500;4950;125000;12500;GF;AMD;24050.0;12030.0;751.6
Intel HD Graphics 515;GPU;2015-09-01;140;150;1230;;3000;Intel;Intel;614.4;307.2;76.8
NVIDIA GeForce4 Go 4200;GPU;2002-11-14;1500;;1010;360;2000;TSMC;NVIDIA;;;
AMD Radeon Vega 10 Mobile;GPU;2019-04-08;140;150;2100;49400;3000;GF;AMD;3584.0;1792.0;112.0
AMD FirePro W5130M;GPU;2015-10-02;280;;1230;15000;9000;TSMC;AMD;;947.2;59.2
AMD Radeon RX 580 Mobile;GPU;2017-04-18;140;1000;2320;57000;10000;GF;AMD;4963.0;4963.0;310.2
NVIDIA Quadro Plex 7000;GPU;2011-07-25;400;6000;5200;30000;5740;TSMC;NVIDIA;;1176.0;587.8
ATI Mobility FireGL T2e;GPU;2004-08-01;1300;;920;760;4500;TSMC;ATI;;;
NVIDIA Quadro FX 580;GPU;2009-04-09;550;400;1210;3140;4500;TSMC;NVIDIA;;72.0;
AMD Radeon HD 6510;GPU;2011-05-14;400;390;1180;7160;6500;TSMC;AMD;;416.0;
AMD Radeon R7 M350;GPU;2015-05-05;280;;1250;15500;10000;TSMC;AMD;779.5;779.5;48.72
NVIDIA GeForce Go 6150 + nForce Go 430;GPU;2006-02-01;900;;;;4250;Unknown;NVIDIA;;;
ATI Radeon HD 4350 PCI;GPU;2008-09-30;550;200;730;2420;6000;TSMC;ATI;;96.0;
AMD Radeon HD 6970M Rebrand;GPU;2011-01-04;400;750;1660;10400;8000;TSMC;AMD;;1280.0;
NVIDIA Quadro4 400 NVS PCI;GPU;2004-07-16;1500;180;650;290;2200;TSMC;NVIDIA;;;
NVIDIA Quadro P520 Mobile;GPU;2019-05-23;140;180;740;18000;13030;Samsung;NVIDIA;17.92;1147.0;35.83
Intel UHD Graphics G1;GPU;2019-05-29;100;150;;;3000;Intel;Intel;921.6;460.8;115.2
NVIDIA Quadro K2000D;GPU;2013-03-01;280;510;1180;12700;9540;TSMC;NVIDIA;;732.7;30.53
NVIDIA GeForce GTS 260M;GPU;2009-06-15;400;380;1440;7270;5500;TSMC;NVIDIA;;264.0;
AMD Radeon Instinct MI100;GPU;2020-11-16;70;3000;7500;500000;10000;TSMC;AMD;184600.0;23070.0;11540.0
ATI FireGL V5200;GPU;2005-10-01;900;350;1500;1570;6000;TSMC;ATI;;;
NVIDIA GeForce 9800M GTS;GPU;2008-07-29;650;750;2400;5050;6000;TSMC;NVIDIA;;192.0;
NVIDIA GeForce GTX 780 Ti;GPU;2013-11-07;280;2500;5610;70800;8750;TSMC;NVIDIA;;5345.0;222.7
ATI Radeon X1950 GT;GPU;2007-01-29;800;570;2300;3300;5000;TSMC;ATI;;;
NVIDIA Tesla V100 DGXS 32 GB;GPU;2018-03-27;120;2500;8150;211000;12970;TSMC;NVIDIA;31330.0;15670.0;7834.0
AMD Radeon R9 M390X;GPU;2015-05-05;280;750;3660;50000;7230;TSMC;AMD;2961.0;2961.0;185.1
NVIDIA GeForce 810A;GPU;2014-07-22;280;150;870;10200;7190;TSMC;NVIDIA;;291.1;12.13
AMD Radeon Vega 3 Embedded;GPU;2018-07-16;140;150;2100;49400;3000;GF;AMD;768.8;384.4;24.02
NVIDIA GeForce GTX TITAN;GPU;2013-02-19;280;2500;5610;70800;8360;TSMC;NVIDIA;;4709.0;1570.0
ATI Radeon 3000 IGP;GPU;2009-01-01;650;;850;1800;3500;Unknown;ATI;;28.0;
ATI Radeon X1950 GT AGP;GPU;2007-02-10;800;570;2300;3300;5000;TSMC;ATI;;;
NVIDIA Quadro FX 370M;GPU;2008-08-15;650;200;860;2100;5500;TSMC;NVIDIA;;22.4;
ATI Radeon X800 XL;GPU;2004-12-01;1300;490;2970;1600;4000;TSMC;ATI;;;
NVIDIA Quadro FX 5500;GPU;2006-04-20;900;960;1960;2780;6500;TSMC;NVIDIA;;;
NVIDIA Tesla K20s;GPU;2013-02-18;280;2250;5610;70800;5750;TSMC;NVIDIA;;2870.0;956.8
AMD Radeon RX 590 GME;GPU;2020-03-09;140;1750;2320;57000;12570;GF;AMD;6359.0;6359.0;397.4
AMD Radeon HD 8400 Mobile IGP;GPU;2013-11-23;280;250;1100;11780;6000;TSMC;AMD;;153.6;9.6
AMD Radeon R9 M395 Mac Edition;GPU;2015-05-05;280;2500;3660;50000;8340;TSMC;AMD;;2989.0;373.6
AMD Radeon R9 M365X;GPU;2015-05-05;280;;1230;15000;9000;TSMC;AMD;;1184.0;74.0
NVIDIA ION;GPU;2008-06-03;650;200;1620;2820;5750;Unknown;NVIDIA;;48.0;
NVIDIA GeForce GT 755M Mac Edition;GPU;2013-11-08;280;500;1180;12700;10850;TSMC;NVIDIA;;833.3;34.72
AMD Radeon Vega 3  Embedded;GPU;2019-01-01;140;100;2100;49400;3000;GF;AMD;768.8;384.4;24.02
NVIDIA Quadro T1000 Mobile;GPU;NaT;120;500;2000;47000;10650;TSMC;NVIDIA;5000.0;2500.0;78.12
AMD Radeon HD 6620G IGP;GPU;2011-12-07;320;350;2270;11780;4440;TSMC;AMD;;355.2;
NVIDIA GeForce GT 545 OEM;GPU;2011-05-14;400;1050;2380;11700;8710;TSMC;NVIDIA;;501.4;41.78
Intel HD Graphics 610;GPU;2016-08-30;140;50;;;3000;Intel;Intel;345.6;172.8;43.2
ATI Radeon X550 XT;GPU;2007-01-24;1100;;1560;1200;4000;TSMC;ATI;;;
NVIDIA TITAN RTX;GPU;2018-12-18;120;2800;7540;186000;13500;TSMC;NVIDIA;32619.999999999996;16309.999999999998;509.8
ATI FireMV 2200 PCI;GPU;2006-01-01;1500;150;980;360;2400;UMC;ATI;;;
3dfx Voodoo4 4800 AGP;GPU;NaT;2500;150;1120;140;1660;TSMC;Other;;;
NVIDIA GeForce Go 6600 TE;GPU;2005-09-29;1100;;1540;1460;2250;TSMC;NVIDIA;;;
NVIDIA GeForce 9800M GTS;GPU;2008-08-21;650;750;2400;5050;6000;TSMC;NVIDIA;;192.0;
NVIDIA GeForce 930MX;GPU;2016-03-01;280;170;;;9520;TSMC;NVIDIA;;783.4;24.48
ATI Mobility FireGL V5200;GPU;2006-02-01;900;;1500;1570;4250;TSMC;ATI;;;
NVIDIA GeForce 210 OEM;GPU;2009-09-04;400;310;1000;4860;4750;TSMC;NVIDIA;;35.2;
ATI FireGL V3600;GPU;2007-06-28;650;730;1530;3900;6000;TSMC;ATI;;144.0;
NVIDIA Quadro P500 Mobile;GPU;2018-01-05;140;180;740;18000;14550;Samsung;NVIDIA;12.14;777.2;24.29
AMD FireStream 9370;GPU;2010-06-23;400;2250;3340;21540;8250;TSMC;AMD;;2640.0;528.0
NVIDIA GeForce 405 OEM;GPU;2010-09-03;400;250;1000;4860;4750;TSMC;NVIDIA;;105.6;
NVIDIA GeForce GTX 760 X2;GPU;2013-11-19;280;2500;2940;35400;10060;TSMC;NVIDIA;;2470.0;102.9
NVIDIA GeForce GTX 1650;GPU;2019-04-23;120;750;2000;47000;14850;TSMC;NVIDIA;5967.0;2984.0;93.24
AMD Radeon RX 6900 XT;GPU;2020-10-28;70;3000;5200;268000;18250;TSMC;AMD;46080.0;23040.0;1440.0
NVIDIA GeForce4 MX + nForce2;GPU;2002-10-01;1500;;650;290;2000;Unknown;NVIDIA;;;
NVIDIA CMP 40HX;GPU;2021-02-25;120;1850;4450;108000;14700;TSMC;NVIDIA;15210.0;7603.0;237.6
NVIDIA Quadro 2000M;GPU;2011-01-13;400;550;2380;11700;5500;TSMC;NVIDIA;;422.4;35.2
Intel HD Graphics;GPU;2012-10-01;220;450;940;3920;3500;Intel;Intel;;96.0;24.0
AMD Radeon R2 Mobile Graphics;GPU;2015-01-28;280;1000;1070;9300;4970;GF;AMD;;127.2;7.952
NVIDIA GeForce 6150;GPU;2004-10-11;900;;;;4750;Unknown;NVIDIA;;;
NVIDIA Quadro NVS 510M;GPU;2006-08-21;900;350;1960;2780;4500;TSMC;NVIDIA;;;
ATI Mobility FireGL V5250;GPU;2007-01-01;900;;1500;1570;4500;TSMC;ATI;;;
NVIDIA GeForce GTX 880M;GPU;2014-03-12;280;1220;2940;35400;9540;TSMC;NVIDIA;;3050.0;127.1
ATI Mobility Radeon HD 545v;GPU;2010-05-05;550;150;730;2420;7200;TSMC;ATI;;115.2;
NVIDIA GeForce GTX 1050 Ti Mobile;GPU;2017-01-03;140;750;1320;33000;14930;Samsung;NVIDIA;38.88;2488.0;77.76
AMD Radeon Instinct MI60;GPU;2018-11-18;70;3000;3310;132300;12000;TSMC;AMD;29490.0;14750.0;7373.0
NVIDIA GeForce4 MX 440-8x;GPU;2002-09-25;1500;;650;290;2750;TSMC;NVIDIA;;;
AMD Stream Processor;GPU;2006-01-01;900;1650;3520;3840;5940;TSMC;AMD;;;
AMD FirePro S10000 Passive;GPU;2012-11-12;280;3750;3520;43130;8250;TSMC;AMD;;3405.0;851.2
NVIDIA Tesla X2070;GPU;2011-07-25;400;2250;5200;30000;6510;TSMC;NVIDIA;;1332.0;666.1
AMD Radeon RX Vega 56;GPU;2017-08-14;140;2100;4950;125000;11560;GF;AMD;21090.0;10540.0;659.0
NVIDIA GeForce GT 520 PCI;GPU;2011-04-13;400;290;790;2920;8100;TSMC;NVIDIA;;155.5;12.96
NVIDIA NVS 5200M;GPU;2012-06-01;280;250;1160;5850;6250;TSMC;NVIDIA;;240.0;20.0
NVIDIA NVS 5400M;GPU;2012-06-01;400;350;1160;5850;6600;TSMC;NVIDIA;;253.4;21.12
NVIDIA Quadro FX 540;GPU;2004-08-09;1100;250;1540;1460;3000;TSMC;NVIDIA;;;
ATI Radeon X1300 PCI;GPU;2005-10-05;800;;1000;1070;4500;UMC;ATI;;;
AMD Radeon HD 8490 OEM;GPU;2013-07-23;400;350;670;3700;8750;TSMC;AMD;;280.0;
NVIDIA GeForce GTX 1660 SUPER;GPU;2019-10-29;120;1250;2840;66000;15300;TSMC;NVIDIA;10050.0;5027.0;157.1
ATI Radeon E2400;GPU;2007-06-28;650;250;850;1800;6000;TSMC;ATI;;48.0;
ATI Radeon X1800 XT;GPU;2005-10-01;900;1130;2880;3210;6000;TSMC;ATI;;;
AMD Radeon R7 M260DX;GPU;2014-01-07;280;;560;6900;7800;TSMC;AMD;;547.2;34.2
Intel UHD Graphics 730;GPU;2021-01-01;140;150;;;3000;Intel;Intel;998.4;499.2;124.8
ATI Radeon DDR VIVO;GPU;2001-08-14;1800;;1150;300;1830;TSMC;ATI;;;
AMD Radeon HD 7650M;GPU;2012-01-07;400;200;1040;7160;4500;TSMC;AMD;;432.0;
ATI Mobility Radeon 7500;GPU;2001-12-01;1500;270;680;600;2300;TSMC;ATI;;;
XGI Volari Duo V5 Ultra;GPU;2003-09-15;1300;;;900;3500;UMC;Other;;;
NVIDIA A10G;GPU;2021-04-12;80;1500;6280;283000;13200;Samsung;NVIDIA;31520.0;31520.0;985.0
ATI Radeon HD 4350 PCIe x1;GPU;2008-09-30;550;200;730;2420;6000;TSMC;ATI;;96.0;
Intel Iris Xe Graphics G7 96EU;GPU;2020-09-02;100;150;1460;;3000;Intel;Intel;3379.0;1690.0;422.4
NVIDIA GeForce GTX 1050;GPU;2016-10-25;140;750;1320;33000;13540;Samsung;NVIDIA;29.1;1862.0;58.2
AMD Radeon HD 6510;GPU;2011-05-14;400;390;1040;6270;6500;TSMC;AMD;;520.0;
ATI Mobility Radeon HD 3410;GPU;2008-07-25;550;70;670;1810;4000;TSMC;ATI;;32.0;
Matrox QID;GPU;2004-12-17;0;;;;2500;UMC;Other;;;
AMD Radeon RX Vega Nano;GPU;NaT;140;1750;4950;125000;12470;GF;AMD;;12660.0;791.6
AMD Radeon R9 M395X;GPU;2015-05-05;280;750;3660;50000;7230;TSMC;AMD;2961.0;2961.0;185.1
NVIDIA GeForce 320M;GPU;2010-04-01;400;230;1000;4860;4500;Unknown;NVIDIA;;91.2;
ATI Mobility Radeon X800 XT;GPU;2005-06-01;1300;;2890;1600;4800;TSMC;ATI;;;
NVIDIA Switch GPU 20nm;GPU;2017-03-17;200;150;1180;20000;3840;TSMC;NVIDIA;786.4;393.2;12.29
AMD Radeon Pro 5600M;GPU;2020-06-15;70;500;;;10000;TSMC;AMD;10600.0;5299.0;331.2
Intel UHD Graphics 615;GPU;2018-11-07;140;150;;;3000;Intel;Intel;691.2;345.6;86.4
NVIDIA GeForce GT 230 OEM;GPU;2009-04-27;550;750;2600;7540;5000;TSMC;NVIDIA;;240.0;
NVIDIA Tesla P6;GPU;2017-03-24;160;900;3140;72000;10120;TSMC;NVIDIA;96.38;6169.0;192.8
AMD Radeon HD 8850M;GPU;2013-04-01;280;;1230;15000;5750;TSMC;AMD;;800.0;50.0
NVIDIA GeForce 705M;GPU;NaT;400;150;790;2920;7380;TSMC;NVIDIA;;141.7;11.81
NVIDIA GeForce GTX 1080 Ti;GPU;2017-03-10;160;2500;4710;118000;14810;TSMC;NVIDIA;177.2;11340.0;354.4
NVIDIA GeForce GT 330 OEM;GPU;2010-02-02;650;750;3240;7540;5000;TSMC;NVIDIA;;240.0;
AMD FirePro W4170M;GPU;2015-04-23;280;;770;9500;8250;TSMC;AMD;;691.2;43.2
AMD Xbox One S GPU;GPU;2016-08-02;160;950;2400;50000;9140;TSMC;AMD;;1404.0;
AMD Radeon RX 580X Mobile;GPU;2018-04-11;140;1000;2320;57000;10000;GF;AMD;4963.0;4963.0;310.2
NVIDIA GRID K520Q;GPU;2014-07-02;280;2250;2940;35400;7450;TSMC;NVIDIA;;2289.0;95.36
AMD Radeon HD 8530M;GPU;2014-01-10;280;;770;9500;6500;TSMC;AMD;;448.0;28.0
NVIDIA GeForce 8200M G mGPU Intel;GPU;2008-06-03;650;120;1440;3140;4000;Unknown;Intel;;25.6;
ATI Radeon X800 XT Platinum;GPU;2004-03-01;1300;630;2890;1600;5200;TSMC;ATI;;;
NVIDIA GeForce GT 430;GPU;2010-10-11;400;490;1160;5850;7000;TSMC;NVIDIA;;268.8;22.4
AMD Radeon R7 M270;GPU;2014-01-09;280;;770;9500;7250;TSMC;AMD;;633.6;
AMD Radeon Vega 6 Embedded;GPU;2018-05-10;140;150;2100;49400;3000;GF;AMD;1966.0;983.0;61.44
NVIDIA GeForce Go 7700;GPU;2006-08-01;900;;1250;1770;4500;TSMC;NVIDIA;;;
NVIDIA Tesla C2075;GPU;2011-07-25;400;2470;5200;30000;5740;TSMC;NVIDIA;;1028.0;513.9
AMD Radeon RX 560X Mobile;GPU;2018-04-11;140;650;1230;30000;12750;GF;AMD;2611.0;2611.0;163.2
ATI Radeon X1050;GPU;2008-01-25;1100;240;1560;1200;4000;TSMC;ATI;;;
AMD FirePro S9150;GPU;2014-08-07;280;2350;4380;62000;9000;TSMC;AMD;;5069.0;2534.0
NVIDIA A100 PCIe;GPU;2020-06-22;70;2500;8260;542000;7650;TSMC;NVIDIA;77970.0;19490.0;9746.0
AMD Radeon R9 FURY;GPU;2015-07-10;280;2750;5960;89000;10000;TSMC;AMD;7168.0;7168.0;448.0
NVIDIA Quadro P3200 Max-Q;GPU;2018-02-21;160;750;3140;72000;11390;TSMC;NVIDIA;78.62;5032.0;157.2
ATI Mobility Radeon HD 5570;GPU;2012-11-23;400;200;1040;6270;5500;TSMC;ATI;;440.0;
Matrox Millenium P750;GPU;2002-01-02;1500;;;800;2500;UMC;Other;;;
AMD Radeon RX 560;GPU;2017-04-18;140;750;1230;30000;11750;GF;AMD;2611.0;2611.0;163.2
AMD Radeon R6 Mobile Graphics;GPU;2014-09-17;280;170;2450;24100;5330;GF;AMD;;409.3;25.58
NVIDIA GeForce GTX 675MX;GPU;2012-10-01;280;1000;2940;35400;6540;TSMC;NVIDIA;;1256.0;52.32
NVIDIA GeForce 6100;GPU;2004-10-11;900;;;;4250;Unknown;NVIDIA;;;
NVIDIA GeForce 945M;GPU;2015-10-27;280;750;1480;18700;9280;TSMC;NVIDIA;;1306.0;40.8
ATI FireGL V8600;GPU;2007-05-14;800;1590;4200;7200;6880;TSMC;ATI;;440.3;
ATI Radeon HD 4670 X2;GPU;2008-09-10;550;1180;1460;5140;7500;TSMC;ATI;;480.0;
AMD Radeon RX 560X Mobile;GPU;2019-01-09;140;650;1230;30000;12230;GF;AMD;2192.0;2192.0;137.0
ATI Radeon X800 GTO2;GPU;2005-09-15;1300;;2970;1600;4000;TSMC;ATI;;;
NVIDIA GeForce GT 420 OEM;GPU;2010-09-03;400;500;1160;5850;7000;TSMC;NVIDIA;;134.4;11.2
AMD Radeon Vega 8 Mobile;GPU;2017-10-26;140;650;2100;49400;3000;GF;AMD;2255.0;1127.0;70.46
AMD Radeon HD 8470D IGP;GPU;2013-07-29;320;650;2460;13030;8000;TSMC;AMD;;307.2;
NVIDIA GeForce4 MX 440;GPU;2002-02-06;1500;;650;290;2750;TSMC;NVIDIA;;;
ATI Mobility Radeon 9000 IGP;GPU;2003-05-01;1500;;920;760;2220;Unknown;ATI;;;
NVIDIA Tesla K40t;GPU;2013-11-22;280;2450;5610;70800;7450;TSMC;NVIDIA;;5046.0;1682.0
NVIDIA GeForce RTX 2070 Mobile Refresh;GPU;2020-03-04;120;1150;4450;108000;12600;TSMC;NVIDIA;13410.0;6705.0;209.5
Intel HD Graphics 4400;GPU;2013-09-03;220;200;;;2000;Intel;Intel;;304.0;76.0
NVIDIA Quadro P620;GPU;2018-02-01;140;400;1320;33000;12660;Samsung;NVIDIA;21.66;1386.0;43.33
AMD Radeon RX 560X Mobile;GPU;2018-04-11;140;650;1230;30000;12750;GF;AMD;2611.0;2611.0;163.2
NVIDIA GeForce2 PRO;GPU;2000-12-05;1500;;880;250;2000;TSMC;NVIDIA;;;
AMD Radeon HD 6350M;GPU;2010-11-26;400;70;590;2920;5000;TSMC;AMD;;80.0;
AMD Radeon RX 5700;GPU;2019-07-07;70;1800;2510;103000;14650;TSMC;AMD;15900.0;7949.0;496.8
NVIDIA GRID M60-1Q;GPU;2015-08-30;280;2250;3980;52000;5570;TSMC;NVIDIA;;4825.0;150.8
ATI Mobility Radeon HD 4350;GPU;2009-01-09;550;;730;2420;4500;TSMC;ATI;;72.0;
AMD Radeon HD 6330M;GPU;2010-11-26;400;70;590;2920;5000;TSMC;AMD;;80.0;
NVIDIA GeForce 7600 GT Mac Edition;GPU;2006-09-02;900;400;1250;1770;5600;TSMC;NVIDIA;;;
NVIDIA GeForce GT 650M Mac Edition;GPU;2012-07-12;280;450;1180;12700;9000;TSMC;NVIDIA;;691.2;28.8
ATI FireGL 9600 T2-128;GPU;2003-10-01;1300;;760;600;3980;TSMC;ATI;;;
NVIDIA GeForce FX Go5200 32M;GPU;2003-03-01;1500;;1240;450;2000;TSMC;NVIDIA;;;
AMD Radeon HD 8330 Mobile IGP;GPU;2013-08-13;280;150;1100;11780;4970;TSMC;AMD;;127.2;7.952
NVIDIA GeForce 8800 GS;GPU;2008-01-31;650;1050;3240;7540;5500;TSMC;NVIDIA;;264.0;
NVIDIA GeForce 6200 AGP;GPU;2005-04-04;1100;;1100;750;3500;TSMC;NVIDIA;;;
AMD Radeon R7 M365X;GPU;2015-05-05;280;;560;6900;9000;TSMC;AMD;;737.3;46.08
ATI Radeon HD 2900 GT;GPU;2007-11-06;800;1500;4200;7200;6010;TSMC;ATI;;288.5;
NVIDIA GeForce GTX 560M;GPU;2011-05-30;400;750;2380;11700;7750;TSMC;NVIDIA;;595.2;49.6
AMD Radeon Pro 570X;GPU;2019-03-18;140;1500;2320;57000;10000;GF;AMD;3960.0;3960.0;247.5
NVIDIA Quadro FX 2800M;GPU;2009-12-01;650;750;3240;7540;6000;TSMC;NVIDIA;;288.0;
NVIDIA GeForce GTX 770M;GPU;2013-05-30;280;750;2210;25400;7060;TSMC;NVIDIA;;1530.0;63.76
ATI Radeon X600 XT;GPU;2004-09-01;1300;250;920;750;5000;TSMC;ATI;;;
AMD Radeon Pro V320;GPU;2017-06-29;140;2300;4950;125000;8520;GF;AMD;16379.999999999998;8192.0;512.0
ATI All-In-Wonder X600 PRO;GPU;2005-07-01;1100;;740;1070;4000;TSMC;ATI;;;
ATI Radeon X800 PRO AGP;GPU;2004-05-01;1300;480;2810;1600;4750;TSMC;ATI;;;
ATI Mobility Radeon X1450;GPU;2006-09-18;800;;1000;1070;5500;UMC;ATI;;;
NVIDIA Quadro FX 3000G;GPU;2003-07-22;1300;;2070;1350;4000;TSMC;NVIDIA;;;
NVIDIA Quadro FX 1700M;GPU;2008-10-01;650;500;1440;3140;6250;UMC;NVIDIA;;99.2;
ATI Radeon HD 5570 OEM;GPU;2010-02-09;400;390;1040;6270;5500;TSMC;ATI;;352.0;
ATI Mobility Radeon HD 4225 IGP;GPU;2010-05-01;550;90;670;1810;3800;Unknown;ATI;;30.4;
NVIDIA GeForce GTX 1660 Ti Max-Q;GPU;2019-04-23;120;;2840;66000;11400;TSMC;NVIDIA;8202.0;4101.0;128.2
AMD Radeon HD 8510 OEM;GPU;2013-07-23;400;600;1180;7160;6500;TSMC;AMD;;624.0;
NVIDIA Quadro FX 1300;GPU;2004-08-09;1300;550;2070;1350;3500;TSMC;NVIDIA;;;
ATI Radeon HD 4200 IGP;GPU;2009-08-01;550;;670;1810;5000;Unknown;ATI;;40.0;
NVIDIA GeForce Go 6800 Ultra;GPU;2005-02-24;1300;890;2250;2220;4500;TSMC;NVIDIA;;;
NVIDIA GeForce GT 610 PCIe x1;GPU;2012-04-02;400;290;790;2920;8100;TSMC;NVIDIA;;155.5;12.96
NVIDIA GeForce GT 330 OEM;GPU;2010-02-02;400;750;1440;7270;5500;TSMC;NVIDIA;;257.3;
NVIDIA GRID K120Q;GPU;2014-07-02;280;1300;1180;12700;8500;TSMC;NVIDIA;;326.4;13.6
AMD Radeon R7 A360;GPU;2015-01-01;280;;1250;15500;9000;TSMC;AMD;;752.6;
NVIDIA Quadro K5000 SYNC;GPU;2013-01-25;280;1220;2940;35400;7060;TSMC;NVIDIA;;2169.0;90.37
NVIDIA P106-100;GPU;2017-06-19;160;1200;2000;44000;15060;TSMC;NVIDIA;68.36;4375.0;136.7
ATI Radeon HD 3850 X2;GPU;2008-04-04;550;1400;1920;6660;6690;TSMC;ATI;;428.2;85.63
ATI Mobility FireGL V5700;GPU;2008-01-07;550;;1350;3780;6000;TSMC;ATI;;144.0;
ATI Radeon HD 2950 PRO;GPU;NaT;550;750;1920;6660;6000;TSMC;ATI;;384.0;76.8
AMD FirePro A320;GPU;2012-06-06;320;1000;2460;13030;8000;TSMC;AMD;;733.4;
ATI FirePro M5725;GPU;2009-01-09;550;350;1460;5140;6750;TSMC;ATI;;432.0;
ATI Radeon HD 5690;GPU;2011-02-01;400;640;1040;6270;7750;TSMC;ATI;;620.0;
ATI Radeon HD 3830;GPU;2008-04-01;550;750;1920;6660;6680;TSMC;ATI;;427.5;85.5
AMD Radeon HD 7490M;GPU;2012-01-07;400;90;670;3700;8000;TSMC;AMD;;256.0;
NVIDIA GeForce PCX 5900;GPU;2003-03-17;1300;;2070;1350;3500;TSMC;NVIDIA;;;
NVIDIA GeForce 6600 GT;GPU;2004-08-12;1100;;1540;1460;5000;TSMC;NVIDIA;;;
AMD Radeon HD 8670M;GPU;2013-03-01;280;;770;9500;7750;TSMC;AMD;;633.6;
NVIDIA Quadro K6000 SDI;GPU;2013-07-23;280;2390;5610;70800;9020;TSMC;NVIDIA;;5196.0;1732.0
AMD Radeon HD 7590M;GPU;2012-01-07;400;180;1040;7160;6000;TSMC;AMD;;576.0;
NVIDIA GeForce 8200;GPU;2007-04-17;800;400;1270;2100;5000;Unknown;NVIDIA;;38.4;
ATI Radeon X1900 G5 Mac Edition;GPU;2006-11-06;900;750;3520;3840;5750;TSMC;ATI;;;
NVIDIA GeForce GT 220 OEM;GPU;2009-10-12;400;580;1440;7270;5060;TSMC;NVIDIA;;97.15;
AMD Radeon RX Vega 11 Mobile;GPU;2019-10-22;140;150;2100;49400;3000;GF;AMD;3942.0;1971.0;123.2
NVIDIA GeForce 8300 GS;GPU;2007-04-17;800;400;1270;2100;4590;TSMC;NVIDIA;;14.69;
NVIDIA Tesla V100 SXM3 32 GB;GPU;2018-03-27;120;2500;8150;211000;12900;TSMC;NVIDIA;31330.0;15670.0;7834.0
NVIDIA GeForce 9800M GS;GPU;2008-11-01;650;600;2400;5050;5300;TSMC;NVIDIA;;169.6;
Intel Iris Plus Graphics 655;GPU;2018-04-03;140;150;;;3000;Intel;Intel;1613.0;806.4;201.6
AMD Radeon HD 6770M;GPU;2011-01-04;400;350;1040;7160;7250;TSMC;AMD;;696.0;
AMD Radeon HD 6830M;GPU;2011-01-04;400;390;1660;10400;5750;TSMC;AMD;;920.0;
AMD Radeon HD 6530M;GPU;2010-11-26;400;260;1040;6270;4500;TSMC;AMD;;360.0;
Intel Iris Plus Graphics G7;GPU;2020-05-04;100;150;;;3000;Intel;Intel;2150.0;1075.0;268.8
ATI Radeon HD 4750;GPU;2009-09-09;400;1000;1370;8260;7300;TSMC;ATI;;934.4;186.9
NVIDIA GeForce GT 415 OEM;GPU;2010-09-03;400;320;1000;4860;6250;TSMC;NVIDIA;;130.6;
NVIDIA GeForce MX130;GPU;2017-11-17;280;300;;;11090;TSMC;NVIDIA;;913.2;28.54
NVIDIA GeForce FX 5200;GPU;2003-03-06;1500;;1240;450;2500;TSMC;NVIDIA;;;
NVIDIA GeForce GT 430 OEM;GPU;2010-10-11;400;490;1160;5850;7000;TSMC;NVIDIA;;268.8;22.4
NVIDIA GeForce GTX 460;GPU;2010-07-12;400;1600;3320;19500;6750;TSMC;NVIDIA;;907.2;75.6
ATI Radeon HD 3450 X2;GPU;2007-12-10;550;500;670;1810;6000;TSMC;ATI;;48.0;
AMD Radeon RX Vega M GL;GPU;2018-02-01;140;650;2080;50000;9310;GF;AMD;2588.0;2588.0;161.8
